-1.945434712770677033e+00,9.778459623660096245e-02,1.105594207678407992e+00
-1.992049163367557885e+00,9.445070308635840350e-02,3.294113573185891708e-02
-1.992049163367557885e+00,9.445070308635840350e-02,3.294113573185891708e-02
-1.996612291769629621e+00,9.659414937695148806e-02,3.063851320014893687e-01
-2.012244699604473386e+00,9.764832315425091280e-02,8.707000106569845466e-01
-2.012244699604473386e+00,9.764832315425091280e-02,8.707000106569845466e-01
-1.970775047805995550e+00,9.180702485323460893e-02,2.395067887181939081e+00
-1.941417239445944132e+00,9.476443383227831085e-02,5.072607725799015199e+00
-1.978448464761300984e+00,1.024721200837753615e-01,4.024542323738936056e-01
-1.970208871868879053e+00,1.039226696801287542e-01,1.898989197540188745e-01
-1.987182754582309530e+00,1.054024928677613077e-01,5.069347100254312233e-01
-1.999082804282505732e+00,1.011659830578111319e-01,8.456039584650425489e-01
-1.999082804282505732e+00,1.011659830578111319e-01,8.456039584650425489e-01
-1.962980411817160764e+00,9.804315134684074562e-02,6.713087612728878550e-01
-1.962980411817160764e+00,9.804315134684074562e-02,6.713087612728878550e-01
-1.962980411817160764e+00,9.804315134684074562e-02,6.713087612728878550e-01
-1.962980411817160764e+00,9.804315134684074562e-02,6.713087612728878550e-01
-2.028754799630373640e+00,9.683707132121542605e-02,9.960838647800493995e-01
-1.994711491051127883e+00,9.504295948144594885e-02,2.479344148109688950e-01
-1.994711491051127883e+00,9.504295948144594885e-02,2.479344148109688950e-01
-1.976027458739805009e+00,9.507405126636941928e-02,8.070783319580364656e-01
-1.976027458739805009e+00,9.507405126636941928e-02,8.070783319580364656e-01
-1.975995044974208303e+00,9.898581257617927731e-02,9.265912808259985090e-02
-1.975995044974208303e+00,9.898581257617927731e-02,9.265912808259985090e-02
-2.015955756570075419e+00,9.858223398311898034e-02,1.782068074255020562e+00
-1.999191744952774297e+00,9.903274161904225548e-02,8.437065821194940085e-01
-1.935058808869800862e+00,1.055232424688187232e-01,9.213609062819412276e-01
-1.935058808869800862e+00,1.055232424688187232e-01,9.213609062819412276e-01
-1.968889690732435138e+00,1.107761443937867185e-01,1.947751913431350790e+00
-1.968889690732435138e+00,1.107761443937867185e-01,1.947751913431350790e+00
-1.968889690732435138e+00,1.107761443937867185e-01,1.947751913431350790e+00
-1.992609262889380561e+00,1.132734643028244503e-01,3.149879346582569184e+00
-2.009898030817849346e+00,1.142057258817079091e-01,4.996797673827488850e+00
-1.963754089123124214e+00,1.131970330735817959e-01,9.012706785135444765e-01
-1.963754089123124214e+00,1.131970330735817959e-01,9.012706785135444765e-01
-1.927315362299654167e+00,1.070115915223003866e-01,3.580429576395244839e-01
-1.911750850406437774e+00,1.106224064652171907e-01,1.508805957364566019e+00
-1.911750850406437774e+00,1.106224064652171907e-01,1.508805957364566019e+00
-1.911750850406437774e+00,1.106224064652171907e-01,1.508805957364566019e+00
-1.911750850406437774e+00,1.106224064652171907e-01,1.508805957364566019e+00
-1.911750850406437774e+00,1.106224064652171907e-01,1.508805957364566019e+00
-1.912139491033886252e+00,1.123103147412278374e-01,6.245948606698927819e-01
-1.912139491033886252e+00,1.123103147412278374e-01,6.245948606698927819e-01
-1.969342855423535710e+00,1.106580637610381362e-01,6.180740541354529105e-01
-1.969342855423535710e+00,1.106580637610381362e-01,6.180740541354529105e-01
-1.931141999980967361e+00,1.144004692706131060e-01,1.043652278920696452e-01
-1.931141999980967361e+00,1.144004692706131060e-01,1.043652278920696452e-01
-1.977404569813451918e+00,1.045017906528424440e-01,5.553238583327417821e-01
-1.977404569813451918e+00,1.045017906528424440e-01,5.553238583327417821e-01
-1.980396102442983253e+00,1.084801396021690262e-01,9.735478559519850084e-01
-1.965517910080538888e+00,1.079662474162098734e-01,1.790350215865905703e-01
-1.965517910080538888e+00,1.079662474162098734e-01,1.790350215865905703e-01
-1.965517910080538888e+00,1.079662474162098734e-01,1.790350215865905703e-01
