-1.451427871164359118e+00,9.016530821074150714e-02,2.760823787945132679e+01
-1.435341423126360372e+00,8.312949687106070684e-02,1.689752177497431518e+01
-1.435341423126360372e+00,8.312949687106070684e-02,1.689752177497431518e+01
-1.435341423126360372e+00,8.312949687106070684e-02,1.689752177497431518e+01
-1.435341423126360372e+00,8.312949687106070684e-02,1.689752177497431518e+01
-1.435341423126360372e+00,8.312949687106070684e-02,1.689752177497431518e+01
-1.435341423126360372e+00,8.312949687106070684e-02,1.689752177497431518e+01
-1.435341423126360372e+00,8.312949687106070684e-02,1.689752177497431518e+01
-1.435341423126360372e+00,8.312949687106070684e-02,1.689752177497431518e+01
-1.435341423126360372e+00,8.312949687106070684e-02,1.689752177497431518e+01
-1.435341423126360372e+00,8.312949687106070684e-02,1.689752177497431518e+01
-1.456335200781398997e+00,5.990714462215949304e-02,1.856451748214913522e+01
-1.456335200781398997e+00,5.990714462215949304e-02,1.856451748214913522e+01
-1.456335200781398997e+00,5.990714462215949304e-02,1.856451748214913522e+01
-1.456335200781398997e+00,5.990714462215949304e-02,1.856451748214913522e+01
-1.456335200781398997e+00,5.990714462215949304e-02,1.856451748214913522e+01
-1.456335200781398997e+00,5.990714462215949304e-02,1.856451748214913522e+01
-1.456335200781398997e+00,5.990714462215949304e-02,1.856451748214913522e+01
-1.456335200781398997e+00,5.990714462215949304e-02,1.856451748214913522e+01
-1.456335200781398997e+00,5.990714462215949304e-02,1.856451748214913522e+01
-1.456335200781398997e+00,5.990714462215949304e-02,1.856451748214913522e+01
-1.456335200781398997e+00,5.990714462215949304e-02,1.856451748214913522e+01
-1.456335200781398997e+00,5.990714462215949304e-02,1.856451748214913522e+01
-1.456335200781398997e+00,5.990714462215949304e-02,1.856451748214913522e+01
-1.456335200781398997e+00,5.990714462215949304e-02,1.856451748214913522e+01
-1.456335200781398997e+00,5.990714462215949304e-02,1.856451748214913522e+01
-1.456335200781398997e+00,5.990714462215949304e-02,1.856451748214913522e+01
-1.456335200781398997e+00,5.990714462215949304e-02,1.856451748214913522e+01
-1.456335200781398997e+00,5.990714462215949304e-02,1.856451748214913522e+01
-1.456335200781398997e+00,5.990714462215949304e-02,1.856451748214913522e+01
-1.456335200781398997e+00,5.990714462215949304e-02,1.856451748214913522e+01
-1.456335200781398997e+00,5.990714462215949304e-02,1.856451748214913522e+01
-1.456335200781398997e+00,5.990714462215949304e-02,1.856451748214913522e+01
-1.456335200781398997e+00,5.990714462215949304e-02,1.856451748214913522e+01
-1.456335200781398997e+00,5.990714462215949304e-02,1.856451748214913522e+01
-1.456335200781398997e+00,5.990714462215949304e-02,1.856451748214913522e+01
-1.456335200781398997e+00,5.990714462215949304e-02,1.856451748214913522e+01
-1.456335200781398997e+00,5.990714462215949304e-02,1.856451748214913522e+01
-1.456335200781398997e+00,5.990714462215949304e-02,1.856451748214913522e+01
-1.456335200781398997e+00,5.990714462215949304e-02,1.856451748214913522e+01
-1.456335200781398997e+00,5.990714462215949304e-02,1.856451748214913522e+01
-1.456335200781398997e+00,5.990714462215949304e-02,1.856451748214913522e+01
-1.456335200781398997e+00,5.990714462215949304e-02,1.856451748214913522e+01
-1.456335200781398997e+00,5.990714462215949304e-02,1.856451748214913522e+01
-1.456335200781398997e+00,5.990714462215949304e-02,1.856451748214913522e+01
-1.456335200781398997e+00,5.990714462215949304e-02,1.856451748214913522e+01
-1.456335200781398997e+00,5.990714462215949304e-02,1.856451748214913522e+01
-1.456335200781398997e+00,5.990714462215949304e-02,1.856451748214913522e+01
-1.456335200781398997e+00,5.990714462215949304e-02,1.856451748214913522e+01
-1.456335200781398997e+00,5.990714462215949304e-02,1.856451748214913522e+01
-1.456335200781398997e+00,5.990714462215949304e-02,1.856451748214913522e+01
-1.456335200781398997e+00,5.990714462215949304e-02,1.856451748214913522e+01
-1.456335200781398997e+00,5.990714462215949304e-02,1.856451748214913522e+01
-1.456335200781398997e+00,5.990714462215949304e-02,1.856451748214913522e+01
-1.456335200781398997e+00,5.990714462215949304e-02,1.856451748214913522e+01
-1.456335200781398997e+00,5.990714462215949304e-02,1.856451748214913522e+01
-1.456335200781398997e+00,5.990714462215949304e-02,1.856451748214913522e+01
-1.456335200781398997e+00,5.990714462215949304e-02,1.856451748214913522e+01
-1.456335200781398997e+00,5.990714462215949304e-02,1.856451748214913522e+01
-1.456335200781398997e+00,5.990714462215949304e-02,1.856451748214913522e+01
-1.456335200781398997e+00,5.990714462215949304e-02,1.856451748214913522e+01
-1.456335200781398997e+00,5.990714462215949304e-02,1.856451748214913522e+01
-1.456335200781398997e+00,5.990714462215949304e-02,1.856451748214913522e+01
-1.456335200781398997e+00,5.990714462215949304e-02,1.856451748214913522e+01
-1.535616488971366822e+00,4.449619463411719905e-02,1.532177392706215535e+01
