-1.899999999999999911e+00,1.000000000000000056e-01,8.397426571984286880e+00,-1.475018350990964233e+00,2.061635104024994725e-02
-1.899999999999999911e+00,1.000000000000000056e-01,8.397426571984286880e+00,-1.475018350990964233e+00,2.061635104024994725e-02
-1.908204278185168024e+00,1.084393546341234638e-01,7.739115197614178321e+00,-1.645824476720237239e+00,2.123255131775873827e-02
-1.908204278185168024e+00,1.084393546341234638e-01,7.739115197614178321e+00,-1.645824476720237239e+00,2.123255131775873827e-02
-1.969625295820393696e+00,1.122395953429391052e-01,1.229578536150813051e+01,-2.727643355124733660e+00,2.351232554097819338e-02
-1.969625295820393696e+00,1.122395953429391052e-01,1.229578536150813051e+01,-2.727643355124733660e+00,2.351232554097819338e-02
-1.969625295820393696e+00,1.122395953429391052e-01,1.229578536150813051e+01,-2.727643355124733660e+00,2.351232554097819338e-02
-2.013786962516118439e+00,9.871430026262413560e-02,9.478711874159319706e+00,-2.520128835251404187e+00,2.362509527869161713e-02
-2.074125324170990492e+00,8.101495962431859432e-02,7.471965355991008195e+00,-3.072853994653051757e+00,2.273580189347324670e-02
-2.074125324170990492e+00,8.101495962431859432e-02,7.471965355991008195e+00,-3.072853994653051757e+00,2.273580189347324670e-02
