-1.869426540993820218e+00,1.001986882063238410e-01,1.224276482969695223e+01,-9.551106056690030766e-01,1.978196607057844045e-02,1.152169770992675701e+00,1.039474199484279656e-03
-1.908573429515907138e+00,1.006035532500283436e-01,6.066533450343313483e+00,-1.671397045588085994e+00,2.061665346276424574e-02,1.319381551261160412e+00,8.490369634741029700e-04
-1.924120722007119033e+00,1.022936387039558165e-01,5.283365700315581392e+00,-1.738367792197441419e+00,2.120984921659730890e-02,1.427346277375127537e+00,1.273653758148338404e-03
-1.979520246341032852e+00,1.034955555525169657e-01,8.806296533699143225e+00,-2.688005951588949838e+00,2.283125425081236268e-02,1.187776862364123387e+00,1.025148064168526860e-03
-1.986871432366818180e+00,1.031096750998198586e-01,8.464947781197979637e+00,-2.607266194848457452e+00,2.324889380907940728e-02,1.205776303063637700e+00,1.266501780487822547e-03
-2.046989944709583398e+00,1.034508440470109508e-01,9.767785536848366590e+00,-3.404415692592485776e+00,2.543581754914872248e-02,1.225946817482742812e+00,1.727869372625439335e-03
-1.935806692230754855e+00,1.015661510290197939e-01,8.337412415607674987e+00,-1.881972452263906970e+00,2.128330995581612095e-02,1.082896265399065472e+00,1.145660787579448657e-03
-1.945424270212653850e+00,1.018373123982418832e-01,8.685889251623681417e+00,-2.023415809254515807e+00,2.161858558656525389e-02,1.057099539132653421e+00,1.041344907660273151e-03
-1.906062054645833559e+00,1.010281711971838942e-01,1.149461996248676598e+01,-1.558101792590179002e+00,2.066521135679756649e-02,9.911788002591682689e-01,1.017763976145403529e-03
-2.099428533883681780e+00,1.010305052567596201e-01,1.031676845748631521e+01,-4.298082277161359599e+00,2.784397080973466387e-02,1.186563047673684590e+00,2.325652387925825244e-03
-1.960386321307370894e+00,1.021056500816438645e-01,1.028469123751988334e+01,-2.200989301676312238e+00,2.229877847759164505e-02,9.989482712175585810e-01,1.070397646517785330e-03
-1.917922676691040440e+00,1.012143779780703134e-01,9.010489812786738995e+00,-1.380114560817776059e+00,2.103371373700224298e-02,1.192201471342900998e+00,1.177130948185511851e-03
-1.931888342958459015e+00,9.951986737661175364e-02,7.570889086175318639e+00,-2.188505080924822543e+00,2.119395846892207017e-02,1.033942366384128952e+00,9.125710781851189028e-04
-1.966744899478453767e+00,9.858567295404377373e-02,6.991257848812507447e+00,-2.345129519985754030e+00,2.149490545041148754e-02,1.053084037500767733e+00,1.001134168678487289e-03
-1.986997819885106153e+00,9.834737399077310427e-02,1.156186889705618093e+01,-2.252792065067838578e+00,2.272134562180100695e-02,9.073650858816186826e-01,1.306400461882264519e-03
-2.040270359797905275e+00,9.689850279526129873e-02,1.006140793048947657e+01,-3.199378123135052654e+00,2.437586680180803614e-02,8.992337355461055282e-01,1.539692665226314629e-03
