-1.914945363850425020e+00,1.108264774166482225e-01,1.228231011221756930e+01,-1.961383829022727232e+00,2.157409394693630619e-02,-1.961383829022727232e+00,2.157409394693630619e-02
-1.912277529745838089e+00,9.833480582425031813e-02,9.365311999736626092e+00,-1.091692312937849962e+00,2.039290601967423330e-02,-1.091692312937849962e+00,2.039290601967423330e-02
-1.912277529745838089e+00,9.833480582425031813e-02,9.365311999736626092e+00,-1.091692312937849962e+00,2.039290601967423330e-02,-1.091692312937849962e+00,2.039290601967423330e-02
-1.912277529745838089e+00,9.833480582425031813e-02,9.365311999736626092e+00,-1.091692312937849962e+00,2.039290601967423330e-02,-1.091692312937849962e+00,2.039290601967423330e-02
-1.912277529745838089e+00,9.833480582425031813e-02,9.365311999736626092e+00,-1.091692312937849962e+00,2.039290601967423330e-02,-1.091692312937849962e+00,2.039290601967423330e-02
-1.912277529745838089e+00,9.833480582425031813e-02,9.365311999736626092e+00,-1.091692312937849962e+00,2.039290601967423330e-02,-1.091692312937849962e+00,2.039290601967423330e-02
-1.912277529745838089e+00,9.833480582425031813e-02,9.365311999736626092e+00,-1.091692312937849962e+00,2.039290601967423330e-02,-1.091692312937849962e+00,2.039290601967423330e-02
-1.912277529745838089e+00,9.833480582425031813e-02,9.365311999736626092e+00,-1.091692312937849962e+00,2.039290601967423330e-02,-1.091692312937849962e+00,2.039290601967423330e-02
-1.912277529745838089e+00,9.833480582425031813e-02,9.365311999736626092e+00,-1.091692312937849962e+00,2.039290601967423330e-02,-1.091692312937849962e+00,2.039290601967423330e-02
-1.872491210140229345e+00,1.145774658543266405e-01,8.798331755616610295e+00,-1.707257627159340263e+00,2.082177104399520959e-02,-1.707257627159340263e+00,2.082177104399520959e-02
-1.872491210140229345e+00,1.145774658543266405e-01,8.798331755616610295e+00,-1.707257627159340263e+00,2.082177104399520959e-02,-1.707257627159340263e+00,2.082177104399520959e-02
-1.872491210140229345e+00,1.145774658543266405e-01,8.798331755616610295e+00,-1.707257627159340263e+00,2.082177104399520959e-02,-1.707257627159340263e+00,2.082177104399520959e-02
-1.872491210140229345e+00,1.145774658543266405e-01,8.798331755616610295e+00,-1.707257627159340263e+00,2.082177104399520959e-02,-1.707257627159340263e+00,2.082177104399520959e-02
-1.872491210140229345e+00,1.145774658543266405e-01,8.798331755616610295e+00,-1.707257627159340263e+00,2.082177104399520959e-02,-1.707257627159340263e+00,2.082177104399520959e-02
-1.872491210140229345e+00,1.145774658543266405e-01,8.798331755616610295e+00,-1.707257627159340263e+00,2.082177104399520959e-02,-1.707257627159340263e+00,2.082177104399520959e-02
-1.855466419405016332e+00,1.390314050837060666e-01,1.338386881023466657e+01,-1.722196549079827221e+00,2.253245782924075818e-02,-1.722196549079827221e+00,2.253245782924075818e-02
-1.855466419405016332e+00,1.390314050837060666e-01,1.338386881023466657e+01,-1.722196549079827221e+00,2.253245782924075818e-02,-1.722196549079827221e+00,2.253245782924075818e-02
-1.832623790941622088e+00,1.260241954700372369e-01,1.270341591651659741e+01,-1.392309947408713500e+00,2.071267432385967902e-02,-1.392309947408713500e+00,2.071267432385967902e-02
-1.832623790941622088e+00,1.260241954700372369e-01,1.270341591651659741e+01,-1.392309947408713500e+00,2.071267432385967902e-02,-1.392309947408713500e+00,2.071267432385967902e-02
-1.832623790941622088e+00,1.260241954700372369e-01,1.270341591651659741e+01,-1.392309947408713500e+00,2.071267432385967902e-02,-1.392309947408713500e+00,2.071267432385967902e-02
-1.833603887616898964e+00,1.461160817145745749e-01,1.193413804775800813e+01,-1.630756887904209140e+00,2.238644271324618032e-02,-1.630756887904209140e+00,2.238644271324618032e-02
-1.833603887616898964e+00,1.461160817145745749e-01,1.193413804775800813e+01,-1.630756887904209140e+00,2.238644271324618032e-02,-1.630756887904209140e+00,2.238644271324618032e-02
-1.833603887616898964e+00,1.461160817145745749e-01,1.193413804775800813e+01,-1.630756887904209140e+00,2.238644271324618032e-02,-1.630756887904209140e+00,2.238644271324618032e-02
-1.912268567400891905e+00,9.913866441260618667e-02,9.024402083276132913e+00,-1.730650985492860006e+00,2.082182485897630247e-02,-1.730650985492860006e+00,2.082182485897630247e-02
-1.951339514162623745e+00,9.674998667616967196e-02,7.523807547406087259e+00,-1.796260228180060592e+00,2.163673400503905025e-02,-1.796260228180060592e+00,2.163673400503905025e-02
-1.951339514162623745e+00,9.674998667616967196e-02,7.523807547406087259e+00,-1.796260228180060592e+00,2.163673400503905025e-02,-1.796260228180060592e+00,2.163673400503905025e-02
-1.951339514162623745e+00,9.674998667616967196e-02,7.523807547406087259e+00,-1.796260228180060592e+00,2.163673400503905025e-02,-1.796260228180060592e+00,2.163673400503905025e-02
-1.951339514162623745e+00,9.674998667616967196e-02,7.523807547406087259e+00,-1.796260228180060592e+00,2.163673400503905025e-02,-1.796260228180060592e+00,2.163673400503905025e-02
-1.951339514162623745e+00,9.674998667616967196e-02,7.523807547406087259e+00,-1.796260228180060592e+00,2.163673400503905025e-02,-1.796260228180060592e+00,2.163673400503905025e-02
-1.951339514162623745e+00,9.674998667616967196e-02,7.523807547406087259e+00,-1.796260228180060592e+00,2.163673400503905025e-02,-1.796260228180060592e+00,2.163673400503905025e-02
-1.951339514162623745e+00,9.674998667616967196e-02,7.523807547406087259e+00,-1.796260228180060592e+00,2.163673400503905025e-02,-1.796260228180060592e+00,2.163673400503905025e-02
-1.951339514162623745e+00,9.674998667616967196e-02,7.523807547406087259e+00,-1.796260228180060592e+00,2.163673400503905025e-02,-1.796260228180060592e+00,2.163673400503905025e-02
-1.951339514162623745e+00,9.674998667616967196e-02,7.523807547406087259e+00,-1.796260228180060592e+00,2.163673400503905025e-02,-1.796260228180060592e+00,2.163673400503905025e-02
-1.951339514162623745e+00,9.674998667616967196e-02,7.523807547406087259e+00,-1.796260228180060592e+00,2.163673400503905025e-02,-1.796260228180060592e+00,2.163673400503905025e-02
-1.951339514162623745e+00,9.674998667616967196e-02,7.523807547406087259e+00,-1.796260228180060592e+00,2.163673400503905025e-02,-1.796260228180060592e+00,2.163673400503905025e-02
-1.949394340123894009e+00,8.488772831932460405e-02,7.966212969463876803e+00,-1.666389501433325870e+00,2.049110101837416792e-02,-1.666389501433325870e+00,2.049110101837416792e-02
-1.949394340123894009e+00,8.488772831932460405e-02,7.966212969463876803e+00,-1.666389501433325870e+00,2.049110101837416792e-02,-1.666389501433325870e+00,2.049110101837416792e-02
-1.961082819223407991e+00,9.670998635978081404e-02,4.471610836681861656e+00,-2.135585532968986122e+00,2.163630875920830379e-02,-2.135585532968986122e+00,2.163630875920830379e-02
-1.961082819223407991e+00,9.670998635978081404e-02,4.471610836681861656e+00,-2.135585532968986122e+00,2.163630875920830379e-02,-2.135585532968986122e+00,2.163630875920830379e-02
-1.961082819223407991e+00,9.670998635978081404e-02,4.471610836681861656e+00,-2.135585532968986122e+00,2.163630875920830379e-02,-2.135585532968986122e+00,2.163630875920830379e-02
