-1.899999999999999911e+00,1.000000000000000056e-01,1.307518502659822168e+01,-1.494215300694906823e+00,2.049249469124034620e-02
-1.887262342987963359e+00,8.936600661249387290e-02,1.428264156505422200e+01,-9.126288133382509660e-01,1.906348398239918890e-02
-1.887262342987963359e+00,8.936600661249387290e-02,1.428264156505422200e+01,-9.126288133382509660e-01,1.906348398239918890e-02
-1.887262342987963359e+00,8.936600661249387290e-02,1.428264156505422200e+01,-9.126288133382509660e-01,1.906348398239918890e-02
-1.887262342987963359e+00,8.936600661249387290e-02,1.428264156505422200e+01,-9.126288133382509660e-01,1.906348398239918890e-02
-1.887262342987963359e+00,8.936600661249387290e-02,1.428264156505422200e+01,-9.126288133382509660e-01,1.906348398239918890e-02
-1.943193084318931341e+00,1.007745510178432446e-01,8.105131504210694615e+00,-1.625806809978622702e+00,2.133110550594301269e-02
-1.950365382682935467e+00,9.358000800537719099e-02,6.075567227696018868e+00,-1.649873822578767690e+00,2.084042891372924616e-02
-1.950365382682935467e+00,9.358000800537719099e-02,6.075567227696018868e+00,-1.649873822578767690e+00,2.084042891372924616e-02
-1.950365382682935467e+00,9.358000800537719099e-02,6.075567227696018868e+00,-1.649873822578767690e+00,2.084042891372924616e-02
-1.950365382682935467e+00,9.358000800537719099e-02,6.075567227696018868e+00,-1.649873822578767690e+00,2.084042891372924616e-02
-1.950365382682935467e+00,9.358000800537719099e-02,6.075567227696018868e+00,-1.649873822578767690e+00,2.084042891372924616e-02
-2.016267895299451496e+00,7.769378651522350354e-02,9.741136250753163139e+00,-1.949202382066761885e+00,2.097646351357250472e-02
-2.070851743742207596e+00,9.389595515577557616e-02,1.029216931081962549e+01,-3.142338587622633295e+00,2.499860242985438991e-02
-2.070851743742207596e+00,9.389595515577557616e-02,1.029216931081962549e+01,-3.142338587622633295e+00,2.499860242985438991e-02
-2.094463829395669663e+00,7.041371386024819490e-02,8.856825337318202429e+00,-2.284238830658723352e+00,2.216976375229150545e-02
-2.056035383989581522e+00,7.237740397080609511e-02,6.835032057068250566e+00,-1.957484718173688742e+00,2.115516672298159429e-02
-2.082926115195597561e+00,6.865885023413659249e-02,5.221231609075482005e+00,-2.466082311930177795e+00,2.161901915628797188e-02
-2.104546535064456769e+00,7.131013609148256771e-02,7.522889463579542912e+00,-2.334929190956911871e+00,2.270977454874641838e-02
-2.070242081031850923e+00,7.280570546483079719e-02,5.325683075340311490e+00,-2.236918624547881151e+00,2.176847919985187840e-02
-2.070242081031850923e+00,7.280570546483079719e-02,5.325683075340311490e+00,-2.236918624547881151e+00,2.176847919985187840e-02
-2.070242081031850923e+00,7.280570546483079719e-02,5.325683075340311490e+00,-2.236918624547881151e+00,2.176847919985187840e-02
-2.070242081031850923e+00,7.280570546483079719e-02,5.325683075340311490e+00,-2.236918624547881151e+00,2.176847919985187840e-02
-2.070242081031850923e+00,7.280570546483079719e-02,5.325683075340311490e+00,-2.236918624547881151e+00,2.176847919985187840e-02
-2.070242081031850923e+00,7.280570546483079719e-02,5.325683075340311490e+00,-2.236918624547881151e+00,2.176847919985187840e-02
-2.109475441838400744e+00,6.515642327260003086e-02,6.627599977381473551e+00,-2.492181032264292107e+00,2.177924201732266835e-02
-2.109475441838400744e+00,6.515642327260003086e-02,6.627599977381473551e+00,-2.492181032264292107e+00,2.177924201732266835e-02
-2.083481299294340339e+00,6.568765690242753252e-02,6.778893710362448921e+00,-2.074548140538754026e+00,2.080643028790013851e-02
-2.083481299294340339e+00,6.568765690242753252e-02,6.778893710362448921e+00,-2.074548140538754026e+00,2.080643028790013851e-02
